query_id,query,category,backend,rank,content_type,source_id,title,url,similarity,combined_score,graph_hops,latency_ms,relevance_0_to_3
ew-07,Tesla Megapack deployments in Australia,entity_walk,pgvector-cooccurrence,10,article,9fdf13f2-595a-4fa4-a321-245e6be16972,"‘US battery manufacturing will surpass 100% of demand’, US ESC report states",https://www.energy-storage.news/us-battery-manufacturing-will-surpass-100-of-demand-us-esc-report-states/,0.6361,0.5980,1,496,
ew-07,Tesla Megapack deployments in Australia,entity_walk,pg-graph-walk,1,article,c0f70a5c-f25f-43f0-a9c2-7f2f012c4bf2,“Boots on the ground:” Site works begin at Neoen’s first 6-hour big battery,https://reneweconomy.com.au/boots-on-the-ground-site-works-begin-at-neoens-first-6-hour-big-battery/?utm_source=rss&utm_medium=rss&utm_campaign=boots-on-the-ground-site-works-begin-at-neoens-first-6-hour-big-battery,0.7378,0.8165,0,455,
ew-07,Tesla Megapack deployments in Australia,entity_walk,pg-graph-walk,2,article,92130e93-9e62-48b1-8b17-9baae60f9220,Car Yards Empty As EV Sales Surge in Australia,https://cleantechnica.com/2026/04/04/car-yards-empty-as-ev-sales-surge-in-australia/,0.6770,0.7739,0,455,
ew-07,Tesla Megapack deployments in Australia,entity_walk,pg-graph-walk,3,article,fd2990f7-569b-4adf-928c-acf54d41c320,Reno planning commission approves permit for 200MW Trego Grid BESS project,https://www.energy-storage.news/reno-planning-commission-approves-permit-for-200mw-trego-grid-bess-project/,0.6688,0.7682,0,455,
ew-07,Tesla Megapack deployments in Australia,entity_walk,pg-graph-walk,4,article,4d8c027f-d88d-4176-93fc-957973fe6227,Harmony starts building third 100MW/200MWh French BESS,https://www.energy-storage.news/harmony-starts-building-third-100mw-200mwh-french-bess/,0.6661,0.7663,0,455,
ew-07,Tesla Megapack deployments in Australia,entity_walk,pg-graph-walk,5,article,151245dc-ae88-4514-b565-bb7c6bd936f3,"Belgium: IPP Storm raises €330 million, starts building 1.2GWh battery storage projects",https://www.energy-storage.news/belgium-ipp-storm-raises-e330-million-starts-building-1-2gwh-battery-storage-projects/,0.6643,0.7650,0,455,
ew-07,Tesla Megapack deployments in Australia,entity_walk,pg-graph-walk,6,article,367a993e-4b1b-468d-8f7e-c617f2d7b4f2,"Germany: NGEN starts building 100MWh BESS, Harmony Energy secures 3GWh pipeline financing",https://www.energy-storage.news/germany-ngen-starts-building-100mwh-bess-harmony-energy-secures-3gwh-pipeline-financing/,0.6515,0.7561,0,455,
ew-07,Tesla Megapack deployments in Australia,entity_walk,pg-graph-walk,7,article,2a6792f9-bfd9-451b-a9f4-4e18efc7fde5,March Sees Record New Plugin Vehicle Sales in Australia,https://cleantechnica.com/2026/04/11/march-sees-record-new-plugin-vehicle-sales-in-australia/,0.6496,0.7547,0,455,
ew-07,Tesla Megapack deployments in Australia,entity_walk,pg-graph-walk,8,article,5d26cd59-6207-4d1a-92ca-6f961f1aae5a,Tesla (TSLA) reportedly in talks to buy $2.9B in Chinese solar equipment for 100 GW US push,https://electrek.co/2026/03/20/tesla-tsla-2-9-billion-chinese-solar-equipment-100-gw-us-manufacturing/,0.6457,0.7520,0,455,
ew-07,Tesla Megapack deployments in Australia,entity_walk,pg-graph-walk,9,article,07efc652-86e6-47f8-a980-e370ed6b3da0,Thai developer sends new big battery project to EPBC as storage takes centre stage in old coal country,https://reneweconomy.com.au/thai-developer-sends-new-big-battery-project-to-epbc-as-storage-takes-centre-stage-in-old-coal-country/?utm_source=rss&utm_medium=rss&utm_campaign=thai-developer-sends-new-big-battery-project-to-epbc-as-storage-takes-centre-stage-in-old-coal-country,0.6880,0.6316,1,455,
ew-07,Tesla Megapack deployments in Australia,entity_walk,pg-graph-walk,10,article,c26d1168-7f10-4ff2-abb8-86192a7eabf3,"NGEN building 170MWh Austria BESS; Foresight and EBRD invest in Germany, Lithuania developers",https://www.energy-storage.news/ngen-building-170mwh-austria-bess-foresight-and-ebrd-invest-in-germany-lithuania-developers/,0.6534,0.6074,1,455,
ew-08,Andrew Forrest's recent climate or energy positions,entity_walk,pgvector-only,1,article,5b54d86d-c06b-42e0-a88e-ac043efaf84b,"Fortescue adds another electric excavator, says it is saving a million litres of diesel per unit",https://reneweconomy.com.au/fortescue-adds-another-electric-excavator-says-it-saving-a-million-litres-of-diesel-per-unit/?utm_source=rss&utm_medium=rss&utm_campaign=fortescue-adds-another-electric-excavator-says-it-saving-a-million-litres-of-diesel-per-unit,0.7490,0.6890,,445,
ew-08,Andrew Forrest's recent climate or energy positions,entity_walk,pgvector-only,2,article,72aa2a45-3a85-4350-bcc0-34be967afe59,"Australian governments subsidising fossil fuel use by more than $30,000 a minute, analysis finds",https://www.theguardian.com/environment/2026/mar/11/australian-governments-subsidising-fossil-fuel-use-by-more-than-30000-a-minute-analysis-finds,0.6577,0.6723,,445,
ew-08,Andrew Forrest's recent climate or energy positions,entity_walk,pgvector-only,3,article,ad1f22c2-0f53-4b26-9263-b696fe17b2e1,Fortescue says ditching fossil fuels is a “no-brainer” and can be done quickly. Will others follow?,https://reneweconomy.com.au/fortescue-says-ditching-fossil-fuels-is-a-no-brainer-so-why-arent-other-companies-rushing-to-follow/?utm_source=rss&utm_medium=rss&utm_campaign=fortescue-says-ditching-fossil-fuels-is-a-no-brainer-so-why-arent-other-companies-rushing-to-follow,0.7296,0.6672,,445,
ew-08,Andrew Forrest's recent climate or energy positions,entity_walk,pgvector-only,4,article,9c8e6d54-862e-4c98-a37a-ad8b32a9582b,Australia’s most costly anti-climate policy hits taxpayers for $30m a day as calls mount to wind back fuel tax credits | Adam Morton,https://www.theguardian.com/environment/commentisfree/2026/feb/25/australia-fuel-tax-credit-scheme-government-anti-climate-policy-under-pressure,0.6609,0.6629,,445,
ew-08,Andrew Forrest's recent climate or energy positions,entity_walk,pgvector-only,5,article,ed145aa1-1b5c-4800-95db-30e2d5375f61,"Fortescue fast-tracks delivery of ‘world first’ off-grid project combining solar, wind, up to 5 GWh of BESS",https://www.pv-magazine.com/2026/04/13/fortescue-fast-tracks-delivery-of-world-first-off-grid-project-combining-solar-wind-up-to-5-gwh-of-bess/,0.6646,0.6617,,445,
ew-08,Andrew Forrest's recent climate or energy positions,entity_walk,pgvector-only,6,article,9eba3cd5-576a-4d2f-8f30-9687b305d0ed,Fortescue fast-tracks delivery of ‘world first’ renewable energy grid,https://www.pv-magazine-australia.com/2026/04/13/fortescue-fast-tracks-delivery-of-world-first-renewable-energy-grid/,0.6567,0.6534,,445,
ew-08,Andrew Forrest's recent climate or energy positions,entity_walk,pgvector-only,7,article,41b14e31-e80b-4e1e-a2f1-338eb04df503,Fortescue fast-tracks “world’s first” large scale green grid to eliminate diesel and other fossil fuels,https://reneweconomy.com.au/fortescue-fast-tracks-worlds-first-large-scale-green-grid-to-eliminate-diesel-and-other-fossil-fuels/?utm_source=rss&utm_medium=rss&utm_campaign=fortescue-fast-tracks-worlds-first-large-scale-green-grid-to-eliminate-diesel-and-other-fossil-fuels,0.7033,0.6497,,445,
ew-08,Andrew Forrest's recent climate or energy positions,entity_walk,pgvector-only,8,article,f417f5e1-3289-47c6-a91f-1d719b4193bf,Do Fortescue’s plans to eliminate gas and diesel stack up? The big win comes from electric trucks,https://reneweconomy.com.au/do-fortescues-plans-to-eliminate-gas-and-diesel-stack-up-the-big-win-comes-from-electric-trucks/?utm_source=rss&utm_medium=rss&utm_campaign=do-fortescues-plans-to-eliminate-gas-and-diesel-stack-up-the-big-win-comes-from-electric-trucks,0.6876,0.6425,,445,
ew-08,Andrew Forrest's recent climate or energy positions,entity_walk,pgvector-only,9,article,7f841271-427f-4b5f-a616-8e24c3c2aebf,Fortescue accelerates away from oil: doing what Australia should be doing on the fuel crisis,https://reneweconomy.com.au/fortescue-accelerates-away-from-oil-doing-what-australia-should-be-doing-on-the-fuel-crisis/?utm_source=rss&utm_medium=rss&utm_campaign=fortescue-accelerates-away-from-oil-doing-what-australia-should-be-doing-on-the-fuel-crisis,0.6907,0.6423,,445,
ew-08,Andrew Forrest's recent climate or energy positions,entity_walk,pgvector-only,10,article,04091c4c-b944-4e6b-8846-9c44618df10f,Energy Insiders Podcast: Why wind projects are stalled at the gate,https://reneweconomy.com.au/energy-insiders-podcast-why-wind-projects-are-stalled-at-the-gate/?utm_source=rss&utm_medium=rss&utm_campaign=energy-insiders-podcast-why-wind-projects-are-stalled-at-the-gate,0.6602,0.6358,,445,
ew-08,Andrew Forrest's recent climate or energy positions,entity_walk,pgvector-cooccurrence,1,article,5b54d86d-c06b-42e0-a88e-ac043efaf84b,"Fortescue adds another electric excavator, says it is saving a million litres of diesel per unit",https://reneweconomy.com.au/fortescue-adds-another-electric-excavator-says-it-saving-a-million-litres-of-diesel-per-unit/?utm_source=rss&utm_medium=rss&utm_campaign=fortescue-adds-another-electric-excavator-says-it-saving-a-million-litres-of-diesel-per-unit,0.7490,0.6890,1,470,
ew-08,Andrew Forrest's recent climate or energy positions,entity_walk,pg-graph-walk,1,article,5b54d86d-c06b-42e0-a88e-ac043efaf84b,"Fortescue adds another electric excavator, says it is saving a million litres of diesel per unit",https://reneweconomy.com.au/fortescue-adds-another-electric-excavator-says-it-saving-a-million-litres-of-diesel-per-unit/?utm_source=rss&utm_medium=rss&utm_campaign=fortescue-adds-another-electric-excavator-says-it-saving-a-million-litres-of-diesel-per-unit,0.7490,0.8243,0,464,
ew-09,Iberdrola Australia project pipeline,entity_walk,pgvector-only,1,article,af1bd300-91e2-4a2a-a88c-0db52ad5a283,Iberdrola secures IPC approval for standalone battery project,https://www.pv-magazine-australia.com/2026/03/25/iberdrola-secures-ipc-approval-for-standalone-battery-project/,0.7362,0.6605,,432,
ew-09,Iberdrola Australia project pipeline,entity_walk,pgvector-only,2,article,ed145aa1-1b5c-4800-95db-30e2d5375f61,"Fortescue fast-tracks delivery of ‘world first’ off-grid project combining solar, wind, up to 5 GWh of BESS",https://www.pv-magazine.com/2026/04/13/fortescue-fast-tracks-delivery-of-world-first-off-grid-project-combining-solar-wind-up-to-5-gwh-of-bess/,0.6462,0.6506,,432,
ew-09,Iberdrola Australia project pipeline,entity_walk,pgvector-only,3,article,db98aa1a-129d-4a53-a5cc-5a3fbbfb2518,Iberdrola Australia’s 360MWh Broadsound BESS begins commissioning in Queensland,https://www.energy-storage.news/iberdrola-australias-360mwh-broadsound-bess-begins-commissioning-in-queensland/,0.6998,0.6398,,432,
ew-09,Iberdrola Australia project pipeline,entity_walk,pgvector-only,4,article,103c2340-81ce-4ad3-bfbc-e7f39052ea1d,Five battery projects totalling 7.9 GWh advance through approvals,https://www.pv-magazine-australia.com/2026/03/30/five-battery-projects-totalling-7-9-gwh-advance-through-approvals/,0.6775,0.6280,,432,
ew-09,Iberdrola Australia project pipeline,entity_walk,pgvector-only,5,article,5303e8a7-0a4e-4098-8fe4-eb55e8c09efe,NSW planners approve Foresight’s 150MWh BESS; Banpu submits 1GWh development to Australia’s EPBC Act,https://www.energy-storage.news/nsw-planners-approve-foresights-150mwh-bess-banpu-submits-1gwh-development-to-australias-epbc-act/,0.6534,0.6224,,432,
ew-09,Iberdrola Australia project pipeline,entity_walk,pgvector-only,6,article,99b55496-1f99-400e-ad12-ea4e46ef6fb6,Developer behind Australia’s biggest operating wind farm advances plans for new 50-turbine project,https://reneweconomy.com.au/developer-behind-australias-biggest-operating-wind-farm-advances-plans-for-new-50-turbine-project/?utm_source=rss&utm_medium=rss&utm_campaign=developer-behind-australias-biggest-operating-wind-farm-advances-plans-for-new-50-turbine-project,0.6569,0.6212,,432,
ew-09,Iberdrola Australia project pipeline,entity_walk,pgvector-only,7,article,e7d999f4-289f-4092-8175-adfe21c9c4a3,Australia’s EPBC Act pipeline swells with 5.5GWh of battery storage across three states,https://www.energy-storage.news/australias-epbc-act-pipeline-swells-with-5-5gwh-of-battery-storage-across-three-states/,0.6694,0.6199,,432,
ew-09,Iberdrola Australia project pipeline,entity_walk,pgvector-only,8,article,d08e3a7c-2975-462e-a328-31427094643a,‘75% of what we need is not there’: Australian states race to deploy gigawatts of battery storage,https://www.energy-storage.news/75-of-what-we-need-is-not-there-australian-states-race-to-deploy-gigawatts-of-battery-storage/,0.6521,0.6191,,432,
ew-09,Iberdrola Australia project pipeline,entity_walk,pgvector-only,9,article,4e788231-cbe3-48d7-9210-300c3322231c,ElectraNet unveils transmission plans to support demand growth,https://www.pv-magazine-australia.com/2026/03/31/electranet-unveils-transmission-plans-to-support-demand-growth/,0.6606,0.6185,,432,
ew-09,Iberdrola Australia project pipeline,entity_walk,pgvector-only,10,article,ce6fd11f-dc48-4600-b5bf-054566289e69,NSW IPC approves 1.5GWh solar-plus-storage project in Australia,https://www.energy-storage.news/nsw-ipc-approves-1-5gwh-solar-plus-storage-project-in-australia/,0.6511,0.6168,,432,
ew-09,Iberdrola Australia project pipeline,entity_walk,pgvector-cooccurrence,1,article,af1bd300-91e2-4a2a-a88c-0db52ad5a283,Iberdrola secures IPC approval for standalone battery project,https://www.pv-magazine-australia.com/2026/03/25/iberdrola-secures-ipc-approval-for-standalone-battery-project/,0.7362,0.6605,1,451,
ew-09,Iberdrola Australia project pipeline,entity_walk,pgvector-cooccurrence,2,article,db98aa1a-129d-4a53-a5cc-5a3fbbfb2518,Iberdrola Australia’s 360MWh Broadsound BESS begins commissioning in Queensland,https://www.energy-storage.news/iberdrola-australias-360mwh-broadsound-bess-begins-commissioning-in-queensland/,0.6998,0.6398,1,451,
ew-09,Iberdrola Australia project pipeline,entity_walk,pg-graph-walk,1,article,af1bd300-91e2-4a2a-a88c-0db52ad5a283,Iberdrola secures IPC approval for standalone battery project,https://www.pv-magazine-australia.com/2026/03/25/iberdrola-secures-ipc-approval-for-standalone-battery-project/,0.7362,0.8153,0,460,
ew-09,Iberdrola Australia project pipeline,entity_walk,pg-graph-walk,2,article,db98aa1a-129d-4a53-a5cc-5a3fbbfb2518,Iberdrola Australia’s 360MWh Broadsound BESS begins commissioning in Queensland,https://www.energy-storage.news/iberdrola-australias-360mwh-broadsound-bess-begins-commissioning-in-queensland/,0.6998,0.7899,0,460,
ew-09,Iberdrola Australia project pipeline,entity_walk,pg-graph-walk,3,article,5303e8a7-0a4e-4098-8fe4-eb55e8c09efe,NSW planners approve Foresight’s 150MWh BESS; Banpu submits 1GWh development to Australia’s EPBC Act,https://www.energy-storage.news/nsw-planners-approve-foresights-150mwh-bess-banpu-submits-1gwh-development-to-australias-epbc-act/,0.6534,0.5574,2,460,
ew-09,Iberdrola Australia project pipeline,entity_walk,pg-graph-walk,4,article,ce6fd11f-dc48-4600-b5bf-054566289e69,NSW IPC approves 1.5GWh solar-plus-storage project in Australia,https://www.energy-storage.news/nsw-ipc-approves-1-5gwh-solar-plus-storage-project-in-australia/,0.6511,0.5558,2,460,
ew-09,Iberdrola Australia project pipeline,entity_walk,pg-graph-walk,5,article,a014ed30-9d15-4112-94d4-61d8a191958f,Australia’s Transgrid shortlists 2GW of grid battery storage to replace coal’s system strength in NSW,https://www.energy-storage.news/australias-transgrid-shortlists-2gw-of-grid-battery-storage-to-replace-coals-system-strength-in-nsw/,0.6490,0.5543,2,460,
ew-09,Iberdrola Australia project pipeline,entity_walk,pg-graph-walk,6,article,6129e817-4316-416e-ae9b-e19ff72537b0,Ausgrid’s 400MWh Steel River East BESS clears NSW planning hurdle despite community opposition,https://www.energy-storage.news/ausgrids-400mwh-steel-river-east-bess-clears-nsw-planning-hurdle-despite-community-opposition/,0.6436,0.5505,2,460,
ew-09,Iberdrola Australia project pipeline,entity_walk,pg-graph-walk,7,article,95c7c170-f403-406a-9d25-585dd8dc2bd4,Independent panel approves another big battery sent for review by long-distance haters,https://reneweconomy.com.au/independent-panel-approves-another-big-battery-sent-for-review-by-long-distance-haters/?utm_source=rss&utm_medium=rss&utm_campaign=independent-panel-approves-another-big-battery-sent-for-review-by-long-distance-haters,0.6233,0.5363,2,460,
ew-10,What is Origin Energy doing with Octopus Energy?,entity_walk,pgvector-only,1,article,e02c036e-8148-4571-bd37-5f9f69630da6,2025 AGM Addresses and Presentation,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=2924-03077090-2A1665416,0.6581,0.6221,,457,
ew-10,What is Origin Energy doing with Octopus Energy?,entity_walk,pgvector-only,2,article,cfc31d78-b487-4deb-9347-41e95ba66975,Danish giant sells giga-scale battery as project readies to hit the grid,https://reneweconomy.com.au/danish-giant-sells-giga-scale-battery-as-project-readies-to-hit-the-grid/?utm_source=rss&utm_medium=rss&utm_campaign=danish-giant-sells-giga-scale-battery-as-project-readies-to-hit-the-grid,0.6524,0.6214,,457,
ew-10,What is Origin Energy doing with Octopus Energy?,entity_walk,pgvector-only,3,article,2d208434-4534-4f04-910d-30fc755648ac,Update - Dividend/Distribution - ORG,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=2924-03070486-2A1661463,0.6739,0.6203,,457,
ew-10,What is Origin Energy doing with Octopus Energy?,entity_walk,pgvector-only,4,article,8e9b6a88-ade5-4911-8c26-f8fe3518e474,Appendix 3Y,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=2924-03072902-2A1662790,0.6663,0.6197,,457,
ew-10,What is Origin Energy doing with Octopus Energy?,entity_walk,pgvector-only,5,article,10f7b4ab-2ade-4acd-9c82-ac8b1308d8e9,Results of Annual General Meeting 9 April 2026,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=2924-03077169-2A1665467,0.6533,0.6192,,457,
ew-10,What is Origin Energy doing with Octopus Energy?,entity_walk,pgvector-only,6,article,b50dc413-28f5-4a15-9718-d5ea41540d2b,Palisade inks deal to buy South Australian big battery project,https://www.pv-magazine-australia.com/2026/04/14/pallisade-inks-deal-to-buy-south-australian-big-battery-project/,0.6474,0.6184,,457,
ew-10,What is Origin Energy doing with Octopus Energy?,entity_walk,pgvector-only,7,article,d740549d-54b4-44ed-8390-410e04d018be,Release of HY26 Financial Statements,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=2924-03077295-2A1665532,0.6499,0.6172,,457,
ew-10,What is Origin Energy doing with Octopus Energy?,entity_walk,pgvector-only,8,article,7c56ae82-0bbd-42a0-919e-0c9d8a3ed495,"Europe deploys 3.4GWh of BESS in March, 19% of global total",https://www.energy-storage.news/europe-deploys-3-4gwh-of-bess-in-march-19-of-global-total/,0.6450,0.6172,,457,
ew-10,What is Origin Energy doing with Octopus Energy?,entity_walk,pgvector-only,9,article,0d406b21-ecd1-4c3f-99ed-d67841b09406,Copenhagen Infrastructure Partners sells 960MWh Summerfield Battery to Palisade in South Australia,https://www.energy-storage.news/copenhagen-infrastructure-partners-sells-960mwh-summerfield-battery-to-palisade-in-south-australia/,0.6406,0.6143,,457,
ew-10,What is Origin Energy doing with Octopus Energy?,entity_walk,pgvector-only,10,article,b08044db-4b51-4652-92e6-5ed78d477139,Change in substantial holding,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=2924-03067128-2A1659698,0.6689,0.6125,,457,
ew-10,What is Origin Energy doing with Octopus Energy?,entity_walk,pgvector-cooccurrence,1,article,2be50cea-efd2-4aed-af56-36bc12442d17,How doing your washing on weekends could get you a discount on your electricity,https://www.itv.com/news/2026-04-14/how-doing-your-washing-at-weekends-could-get-you-a-discount-on-your-electricity,0.6626,0.6379,1,497,
ew-10,What is Origin Energy doing with Octopus Energy?,entity_walk,pgvector-cooccurrence,2,article,e02c036e-8148-4571-bd37-5f9f69630da6,2025 AGM Addresses and Presentation,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=2924-03077090-2A1665416,0.6581,0.6221,1,497,
ew-10,What is Origin Energy doing with Octopus Energy?,entity_walk,pgvector-cooccurrence,3,article,cfc31d78-b487-4deb-9347-41e95ba66975,Danish giant sells giga-scale battery as project readies to hit the grid,https://reneweconomy.com.au/danish-giant-sells-giga-scale-battery-as-project-readies-to-hit-the-grid/?utm_source=rss&utm_medium=rss&utm_campaign=danish-giant-sells-giga-scale-battery-as-project-readies-to-hit-the-grid,0.6524,0.6214,1,497,
ew-10,What is Origin Energy doing with Octopus Energy?,entity_walk,pgvector-cooccurrence,4,article,2d208434-4534-4f04-910d-30fc755648ac,Update - Dividend/Distribution - ORG,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=2924-03070486-2A1661463,0.6739,0.6203,1,497,
ew-10,What is Origin Energy doing with Octopus Energy?,entity_walk,pgvector-cooccurrence,5,article,8e9b6a88-ade5-4911-8c26-f8fe3518e474,Appendix 3Y,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=2924-03072902-2A1662790,0.6663,0.6197,1,497,
ew-10,What is Origin Energy doing with Octopus Energy?,entity_walk,pgvector-cooccurrence,6,article,10f7b4ab-2ade-4acd-9c82-ac8b1308d8e9,Results of Annual General Meeting 9 April 2026,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=2924-03077169-2A1665467,0.6533,0.6192,1,497,
ew-10,What is Origin Energy doing with Octopus Energy?,entity_walk,pgvector-cooccurrence,7,article,b50dc413-28f5-4a15-9718-d5ea41540d2b,Palisade inks deal to buy South Australian big battery project,https://www.pv-magazine-australia.com/2026/04/14/pallisade-inks-deal-to-buy-south-australian-big-battery-project/,0.6474,0.6184,1,497,
ew-10,What is Origin Energy doing with Octopus Energy?,entity_walk,pgvector-cooccurrence,8,article,d740549d-54b4-44ed-8390-410e04d018be,Release of HY26 Financial Statements,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=2924-03077295-2A1665532,0.6499,0.6172,1,497,
ew-10,What is Origin Energy doing with Octopus Energy?,entity_walk,pgvector-cooccurrence,9,article,7c56ae82-0bbd-42a0-919e-0c9d8a3ed495,"Europe deploys 3.4GWh of BESS in March, 19% of global total",https://www.energy-storage.news/europe-deploys-3-4gwh-of-bess-in-march-19-of-global-total/,0.6450,0.6172,1,497,
ew-10,What is Origin Energy doing with Octopus Energy?,entity_walk,pgvector-cooccurrence,10,article,0d406b21-ecd1-4c3f-99ed-d67841b09406,Copenhagen Infrastructure Partners sells 960MWh Summerfield Battery to Palisade in South Australia,https://www.energy-storage.news/copenhagen-infrastructure-partners-sells-960mwh-summerfield-battery-to-palisade-in-south-australia/,0.6406,0.6143,1,497,
ew-10,What is Origin Energy doing with Octopus Energy?,entity_walk,pg-graph-walk,1,article,2d208434-4534-4f04-910d-30fc755648ac,Update - Dividend/Distribution - ORG,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=2924-03070486-2A1661463,0.6739,0.7717,0,444,
ew-10,What is Origin Energy doing with Octopus Energy?,entity_walk,pg-graph-walk,2,article,b08044db-4b51-4652-92e6-5ed78d477139,Change in substantial holding,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=2924-03067128-2A1659698,0.6689,0.7683,0,444,
ew-10,What is Origin Energy doing with Octopus Energy?,entity_walk,pg-graph-walk,3,article,8e9b6a88-ade5-4911-8c26-f8fe3518e474,Appendix 3Y,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=2924-03072902-2A1662790,0.6663,0.7664,0,444,
ew-10,What is Origin Energy doing with Octopus Energy?,entity_walk,pg-graph-walk,4,article,2be50cea-efd2-4aed-af56-36bc12442d17,How doing your washing on weekends could get you a discount on your electricity,https://www.itv.com/news/2026-04-14/how-doing-your-washing-at-weekends-could-get-you-a-discount-on-your-electricity,0.6626,0.7638,0,444,
ew-10,What is Origin Energy doing with Octopus Energy?,entity_walk,pg-graph-walk,5,article,e02c036e-8148-4571-bd37-5f9f69630da6,2025 AGM Addresses and Presentation,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=2924-03077090-2A1665416,0.6581,0.7607,0,444,
ew-10,What is Origin Energy doing with Octopus Energy?,entity_walk,pg-graph-walk,6,article,10f7b4ab-2ade-4acd-9c82-ac8b1308d8e9,Results of Annual General Meeting 9 April 2026,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=2924-03077169-2A1665467,0.6533,0.7573,0,444,
ew-10,What is Origin Energy doing with Octopus Energy?,entity_walk,pg-graph-walk,7,article,cfc31d78-b487-4deb-9347-41e95ba66975,Danish giant sells giga-scale battery as project readies to hit the grid,https://reneweconomy.com.au/danish-giant-sells-giga-scale-battery-as-project-readies-to-hit-the-grid/?utm_source=rss&utm_medium=rss&utm_campaign=danish-giant-sells-giga-scale-battery-as-project-readies-to-hit-the-grid,0.6524,0.7566,0,444,
ew-10,What is Origin Energy doing with Octopus Energy?,entity_walk,pg-graph-walk,8,article,d740549d-54b4-44ed-8390-410e04d018be,Release of HY26 Financial Statements,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=2924-03077295-2A1665532,0.6499,0.7549,0,444,
ew-10,What is Origin Energy doing with Octopus Energy?,entity_walk,pg-graph-walk,9,article,e0a3fdbc-aa09-4cba-a366-93c430395fea,Appendix 3Y x 2,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=2924-03059572-2A1655075,0.6497,0.7548,0,444,
ew-10,What is Origin Energy doing with Octopus Energy?,entity_walk,pg-graph-walk,10,article,9913eb4b-8a8d-40a5-9005-09b6d3aa2c0d,FY26 Half-Year Results Announcement,https://www.asx.com.au/asx/statistics/displayAnnouncement.do?display=pdf&idsId=2924-03055136-2A1652968,0.6491,0.7544,0,444,
th-01,Recent shifts in Australian wholesale electricity prices,thematic,pgvector-only,1,article,5470f09e-e611-4310-8a42-62984c140df8,Which power markets are most impacted by the Middle East conflict?,https://www.pv-magazine.com/2026/04/08/which-power-markets-are-most-impacted-by-the-middle-east-conflict/,0.6632,0.7050,,450,
th-01,Recent shifts in Australian wholesale electricity prices,thematic,pgvector-only,2,article,854a20e3-4eee-44f1-8304-899e9bfb2f60,"The hours the market wants back: Free daytime power, or a fix for solar and wind curtailment?",https://reneweconomy.com.au/the-hours-the-market-wants-back-free-daytime-power-or-a-fix-for-solar-and-wind-curtailment/?utm_source=rss&utm_medium=rss&utm_campaign=the-hours-the-market-wants-back-free-daytime-power-or-a-fix-for-solar-and-wind-curtailment,0.7360,0.6715,,450,
th-01,Recent shifts in Australian wholesale electricity prices,thematic,pgvector-only,3,article,3755db3d-2e83-4b4c-858e-0a91ce56b84a,'Worst possible time': Melbourne hit by major electricity price surge,https://www.skynews.com.au/australia-news/politics/victorians-are-paying-the-price-for-labors-renewables-mismanagement-with-a-major-electricity-price-increase-at-worst-possible-time/news-story/97ecc8a83cb6edad580641b808c6da1e,0.6712,0.6657,,450,
th-01,Recent shifts in Australian wholesale electricity prices,thematic,pgvector-only,4,article,212104f6-bfca-499e-9d62-9c619f394bc6,Used EV prices rise as Australia’s fuel crisis hits: ‘Doesn’t make sense to hold on to a combustion engine’,https://www.theguardian.com/environment/2026/apr/06/secondhand-ev-prices-rise-fuel-crisis-australia,0.6732,0.6628,,450,
th-01,Recent shifts in Australian wholesale electricity prices,thematic,pgvector-only,5,article,01e30d19-a897-4c0c-8720-4353593a7093,Renewables hit 80 pct share in Australia’s most coal dependent grid for first time,https://reneweconomy.com.au/renewables-hit-80-pct-share-in-australias-most-coal-dependent-grid-for-first-time/?utm_source=rss&utm_medium=rss&utm_campaign=renewables-hit-80-pct-share-in-australias-most-coal-dependent-grid-for-first-time,0.6724,0.6583,,450,
th-01,Recent shifts in Australian wholesale electricity prices,thematic,pgvector-only,6,article,2a6792f9-bfd9-451b-a9f4-4e18efc7fde5,March Sees Record New Plugin Vehicle Sales in Australia,https://cleantechnica.com/2026/04/11/march-sees-record-new-plugin-vehicle-sales-in-australia/,0.6598,0.6581,,450,
